name,five_ft_split,ten_ft_split,fifteen_ft_split,twenty_ft_split,twenty_five_ft_split,thirty_ft_split,thirty_five_ft_split,forty_ft_split,forty_five_ft_split,fifty_ft_split,fifty_five_ft_split,sixty_ft_split,sixty_five_ft_split,seventy_ft_split,seventy_five_ft_split,eighty_ft_split,eighty_five_ft_split,ninety_ft_split,ID,weight,height,bats,throws
"Ryan, Brendan",0.56,0.86,1.12,1.35,1.58,1.8,2.01,2.2,2.4,2.59,2.77,2.95,3.13,3.31,3.49,3.66,3.85,4.04,16228,190,73,R,R
"Saladino, Tyler",0.536,0.824,1.078,1.316,1.54,1.754,1.954,2.148,2.332,2.518,2.7,2.874,3.052,3.224,3.394,3.566,3.742,3.918,16292,200,72,R,R
"Saltalamacchia, Jarrod",0.52,0.83,1.11,1.37,1.61,1.84,2.05,2.26,2.47,2.67,2.86,3.06,3.25,3.44,3.63,3.84,4.06,4.29,16315,235,76,B,R
"Sandoval, Pablo",0.56125,0.87875,1.15625,1.41625,1.66125,1.89375,2.11375,2.32375,2.5325,2.7325,2.93625,3.1325,3.32625,3.52375,3.72,3.9175,4.1275,4.34875,16396,268,70,B,R
"Sands, Jerry",0.545,0.855,1.12,1.375,1.615,1.84,2.055,2.26,2.47,2.665,2.865,3.055,3.25,3.435,3.63,3.825,4.02,4.235,16401,225,76,R,R
"Santander, Anthony",0.55375,0.865,1.13125,1.3775,1.60625,1.8175,2.02625,2.2225,2.4125,2.6025,2.78625,2.97,3.15125,3.32875,3.51,3.69125,3.8775,4.07375,16415,235,74,B,R
"Santana, Carlos",0.54875,0.8575,1.128125,1.37625,1.60875,1.828125,2.03875,2.24,2.438125,2.63125,2.82125,3.010625,3.1975,3.3825,3.569375,3.75375,3.945625,4.143125,16416,215,71,B,R
"Santana, Danny",0.5428571429,0.8257142857,1.077142857,1.308571429,1.524285714,1.731428571,1.927142857,2.115714286,2.297142857,2.474285714,2.65,2.82,2.992857143,3.165714286,3.337142857,3.508571429,3.688571429,3.878571429,16417,195,71,B,R
"Santana, Domingo",0.55,0.8533333333,1.118333333,1.358333333,1.585,1.796666667,1.996666667,2.193333333,2.383333333,2.566666667,2.751666667,2.931666667,3.111666667,3.29,3.466666667,3.645,3.83,4.021666667,16419,232,77,R,R
"Sardinas, Luis",0.55,0.8566666667,1.123333333,1.37,1.593333333,1.806666667,2.013333333,2.206666667,2.396666667,2.583333333,2.763333333,2.943333333,3.116666667,3.296666667,3.47,3.646666667,3.826666667,4.01,16453,180,73,B,R
"Saunders, Michael",0.52,0.81,1.07,1.31,1.535,1.745,1.945,2.145,2.335,2.52,2.7,2.88,3.06,3.24,3.41,3.59,3.77,3.955,16473,225,76,L,R
"Schafer, Jordan",0.54,0.83,1.08,1.31,1.53,1.74,1.95,2.14,2.33,2.52,2.7,2.88,3.05,3.23,3.4,3.58,3.76,3.93,16536,205,73,L,L
"Schafer, Logan",0.55,0.84,1.08,1.32,1.54,1.75,1.95,2.15,2.34,2.52,2.71,2.88,3.06,3.24,3.41,3.58,3.75,3.91,16537,200,73,L,L
"Schebler, Scott",0.53,0.8125,1.0675,1.305,1.53,1.74,1.935,2.13,2.315,2.5,2.68,2.855,3.0325,3.2075,3.3825,3.555,3.735,3.915,16555,228,73,L,R
"Schimpf, Ryan",0.55,0.835,1.09,1.325,1.545,1.755,1.955,2.14,2.325,2.505,2.685,2.855,3.03,3.2,3.37,3.54,3.71,3.885,16592,180,69,L,R
"Schoop, Jonathan",0.5555555556,0.8644444444,1.136666667,1.382222222,1.613333333,1.832222222,2.041111111,2.241111111,2.435555556,2.623333333,2.81,2.993333333,3.175555556,3.353333333,3.533333333,3.711111111,3.895555556,4.083333333,16649,247,73,R,R
"Schrock, Max",0.54,0.85,1.11,1.34,1.56,1.77,1.97,2.16,2.35,2.54,2.72,2.9,3.07,3.25,3.43,3.61,3.8,4,16668,185,69,L,R
"Schumaker, Skip",0.54,0.82,1.07,1.31,1.54,1.76,1.97,2.17,2.37,2.56,2.75,2.94,3.13,3.31,3.49,3.68,3.87,4.09,16701,185,70,L,R
"Schwarber, Kyle",0.54375,0.85,1.115,1.35875,1.5875,1.8025,2.0075,2.2075,2.40125,2.58875,2.77875,2.96125,3.1425,3.32375,3.505,3.68875,3.88,4.0775,16714,229,72,L,R
"Schwindel, Frank",0.58,0.92,1.2,1.455,1.69,1.91,2.12,2.33,2.525,2.72,2.92,3.105,3.295,3.48,3.665,3.85,4.045,4.25,16723,220,73,R,R
"Scruggs, Xavier",0.51,0.8,1.07,1.32,1.55,1.77,1.98,2.18,2.37,2.57,2.76,2.94,3.13,3.31,3.5,3.68,3.88,4.08,16765,215,72,R,R
"Seager, Corey",0.54,0.8433333333,1.11,1.352222222,1.582222222,1.797777778,2.006666667,2.204444444,2.401111111,2.59,2.777777778,2.961111111,3.145555556,3.327777778,3.512222222,3.696666667,3.887777778,4.094444444,16771,215,76,L,R
"Seager, Kyle",0.5471428571,0.8571428571,1.127142857,1.382857143,1.617142857,1.84,2.052857143,2.26,2.457142857,2.652857143,2.847142857,3.035714286,3.224285714,3.41,3.598571429,3.784285714,3.974285714,4.172857143,16772,216,72,L,R
"Segedin, Rob",0.55,0.85,1.12,1.36,1.59,1.81,2.01,2.21,2.4,2.59,2.78,2.96,3.14,3.32,3.5,3.68,3.87,4.05,16802,220,74,R,R
"Segura, Jean",0.5511111111,0.8566666667,1.116666667,1.355555556,1.576666667,1.786666667,1.987777778,2.178888889,2.363333333,2.545555556,2.722222222,2.898888889,3.072222222,3.245555556,3.42,3.59,3.763333333,3.95,16809,220,70,R,R
"Semien, Marcus",0.5444444444,0.8455555556,1.101111111,1.336666667,1.555555556,1.763333333,1.962222222,2.153333333,2.337777778,2.518888889,2.696666667,2.873333333,3.046666667,3.218888889,3.391111111,3.56,3.733333333,3.914444444,16835,195,72,R,R
"Senzel, Nick",0.542,0.852,1.112,1.348,1.57,1.776,1.976,2.166,2.35,2.534,2.71,2.884,3.058,3.226,3.4,3.562,3.736,3.91,16844,205,73,R,R
"Serven, Brian",0.56,0.89,1.17,1.42,1.66,1.88,2.09,2.29,2.49,2.68,2.87,3.06,3.25,3.43,3.62,3.8,3.99,4.19,16858,207,72,R,R
"Severino, Pedro",0.55,0.864,1.13,1.376,1.604,1.82,2.026,2.226,2.422,2.61,2.796,2.98,3.162,3.342,3.52,3.696,3.872,4.06,16868,235,73,R,R
"Shaw, Travis",0.5557142857,0.8714285714,1.145714286,1.397142857,1.634285714,1.858571429,2.07,2.275714286,2.475714286,2.67,2.864285714,3.054285714,3.244285714,3.43,3.615714286,3.802857143,3.995714286,4.198571429,16948,230,76,L,R
"Sheets, Gavin",0.55,0.8733333333,1.143333333,1.393333333,1.626666667,1.843333333,2.053333333,2.253333333,2.453333333,2.643333333,2.833333333,3.02,3.206666667,3.39,3.576666667,3.76,3.953333333,4.15,16978,230,77,L,L
"Short, Zack",0.55,0.875,1.145,1.38,1.605,1.81,2.02,2.21,2.4,2.585,2.765,2.945,3.12,3.3,3.47,3.645,3.82,4.01,17081,180,70,R,R
"Shuck, JB",0.5375,0.8225,1.0725,1.305,1.5275,1.735,1.9325,2.125,2.3075,2.4875,2.6675,2.8375,3.0125,3.1825,3.35,3.52,3.6925,3.87,17093,195,71,L,L
"Sierra, Magneuris",0.525,0.8083333333,1.053333333,1.278333333,1.488333333,1.685,1.876666667,2.058333333,2.235,2.408333333,2.578333333,2.745,2.91,3.076666667,3.24,3.405,3.576666667,3.768333333,17115,178,71,L,L
"Simmons, Andrelton",0.55875,0.87,1.14,1.3875,1.6175,1.835,2.04,2.23875,2.4325,2.61875,2.80875,2.98875,3.17125,3.3525,3.53125,3.71625,3.9025,4.1,17143,195,74,R,R
"Singleton, Jon",0.55,0.88,1.16,1.4,1.64,1.86,2.06,2.27,2.46,2.66,2.85,3.03,3.22,3.41,3.59,3.78,3.97,4.18,17185,230,74,L,L
"Siri, Jose",0.55,0.8633333333,1.12,1.35,1.566666667,1.766666667,1.963333333,2.15,2.326666667,2.503333333,2.67,2.836666667,3,3.166666667,3.326666667,3.48,3.64,3.81,17192,175,74,R,R
"Sisco, Chance",0.5533333333,0.87,1.146666667,1.406666667,1.64,1.866666667,2.083333333,2.296666667,2.496666667,2.7,2.9,3.096666667,3.29,3.483333333,3.68,3.873333333,4.076666667,4.293333333,17195,210,75,L,R
"Sizemore, Grady",0.53,0.82,1.07,1.31,1.55,1.77,1.98,2.18,2.37,2.56,2.75,2.93,3.11,3.3,3.48,3.67,3.86,4.05,17208,205,74,L,L
"Skole, Matt",0.55,0.85,1.14,1.4,1.64,1.88,2.1,2.31,2.51,2.72,2.92,3.12,3.31,3.51,3.7,3.9,4.1,4.32,17228,220,76,L,R
"Slater, Austin",0.5528571429,0.8585714286,1.118571429,1.355714286,1.574285714,1.782857143,1.98,2.171428571,2.354285714,2.534285714,2.712857143,2.888571429,3.062857143,3.235714286,3.408571429,3.581428571,3.752857143,3.931428571,17244,204,73,R,R
"Smith, Dominic",0.5514285714,0.8742857143,1.152857143,1.408571429,1.645714286,1.868571429,2.084285714,2.291428571,2.491428571,2.69,2.882857143,3.072857143,3.262857143,3.448571429,3.637142857,3.821428571,4.015714286,4.222857143,17335,222,72,L,L
"Smith, Josh",0.525,0.82,1.075,1.305,1.515,1.72,1.915,2.1,2.29,2.47,2.645,2.82,2.99,3.165,3.335,3.51,3.69,3.88,17387,210,74,R,R
"Smith, Josh",0.525,0.82,1.075,1.305,1.515,1.72,1.915,2.1,2.29,2.47,2.645,2.82,2.99,3.165,3.335,3.51,3.69,3.88,17388,200,75,L,L
"Smith, Josh",0.525,0.82,1.075,1.305,1.515,1.72,1.915,2.1,2.29,2.47,2.645,2.82,2.99,3.165,3.335,3.51,3.69,3.88,17389,172,70,L,R
"Smith, Kevan",0.5475,0.86,1.1375,1.395,1.635,1.855,2.065,2.2725,2.4725,2.665,2.855,3.045,3.2325,3.4175,3.6025,3.785,3.9725,4.165,17394,230,76,R,R
"Smith, Kevin",0.57,0.895,1.16,1.405,1.63,1.84,2.05,2.245,2.44,2.625,2.815,2.995,3.175,3.355,3.535,3.715,3.895,4.085,17395,190,72,R,R
"Smith, Mallex",0.532,0.804,1.05,1.28,1.49,1.692,1.886,2.07,2.246,2.422,2.594,2.76,2.928,3.092,3.258,3.42,3.588,3.77,17405,170,69,L,R
"Smith, Pavin",0.55,0.8666666667,1.133333333,1.376666667,1.6,1.82,2.026666667,2.226666667,2.42,2.613333333,2.8,2.99,3.176666667,3.36,3.546666667,3.733333333,3.933333333,4.15,17419,208,74,L,L
"Smith, Seth",0.5366666667,0.8333333333,1.1,1.346666667,1.576666667,1.8,2.01,2.213333333,2.406666667,2.606666667,2.793333333,2.98,3.163333333,3.35,3.533333333,3.716666667,3.91,4.1,17437,210,75,L,L
"Smith, Will",0.562,0.88,1.144,1.386,1.61,1.82,2.024,2.218,2.406,2.59,2.772,2.952,3.132,3.31,3.486,3.664,3.842,4.026,17454,255,77,R,L
"Smith, Will",0.562,0.88,1.144,1.386,1.61,1.82,2.024,2.218,2.406,2.59,2.772,2.952,3.132,3.31,3.486,3.664,3.842,4.026,17455,195,70,R,R
"Smoak, Justin",0.55125,0.86875,1.155,1.42125,1.6675,1.9,2.12375,2.34,2.55125,2.76,2.96625,3.1725,3.375,3.5775,3.78375,3.9925,4.21,4.44375,17457,220,76,B,L
"Smolinski, Jake",0.55,0.8533333333,1.116666667,1.353333333,1.583333333,1.8,2.006666667,2.203333333,2.396666667,2.583333333,2.77,2.95,3.13,3.31,3.49,3.666666667,3.84,4.02,17459,210,71,R,R
"Snider, Travis",0.53,0.82,1.07,1.31,1.54,1.75,1.96,2.16,2.35,2.54,2.73,2.91,3.09,3.27,3.45,3.64,3.84,4.06,17484,230,72,L,L
"Sogard, Eric",0.555,0.8633333333,1.13,1.378333333,1.61,1.83,2.04,2.243333333,2.441666667,2.635,2.828333333,3.018333333,3.205,3.388333333,3.576666667,3.761666667,3.956666667,4.156666667,17531,180,70,L,R
"Solak, Nick",0.55,0.855,1.11,1.345,1.5625,1.7675,1.9625,2.1525,2.335,2.515,2.695,2.8675,3.045,3.2175,3.385,3.555,3.725,3.9,17534,185,71,R,R
"Solano, Donovan",0.57,0.895,1.171666667,1.42,1.655,1.876666667,2.088333333,2.291666667,2.49,2.686666667,2.878333333,3.065,3.255,3.44,3.626666667,3.811666667,4.006666667,4.208333333,17535,210,68,R,R
"Solarte, Yangervis",0.5488888889,0.86,1.138888889,1.397777778,1.638888889,1.866666667,2.085555556,2.293333333,2.495555556,2.693333333,2.89,3.083333333,3.275555556,3.468888889,3.663333333,3.858888889,4.066666667,4.284444444,17538,220,71,B,R
"Soler, Jorge",0.5588888889,0.8811111111,1.153333333,1.404444444,1.634444444,1.851111111,2.06,2.258888889,2.451111111,2.641111111,2.827777778,3.01,3.191111111,3.368888889,3.546666667,3.726666667,3.913333333,4.106666667,17540,235,76,R,R
"Sosa, Edmundo",0.5566666667,0.87,1.126666667,1.356666667,1.57,1.776666667,1.966666667,2.156666667,2.33,2.51,2.68,2.85,3.02,3.183333333,3.346666667,3.51,3.673333333,3.85,17569,210,72,R,R
"Sosa, Lenyn",0.57,0.9,1.175,1.42,1.65,1.86,2.06,2.26,2.45,2.64,2.825,3.005,3.185,3.365,3.545,3.715,3.9,4.085,17575,180,72,R,R
"Soto, Geovany",0.55,0.85,1.12,1.375,1.615,1.85,2.065,2.275,2.48,2.675,2.875,3.065,3.26,3.45,3.645,3.835,4.03,4.23,17580,225,73,R,R
"Soto, Juan",0.555,0.875,1.14,1.381666667,1.605,1.818333333,2.018333333,2.218333333,2.406666667,2.591666667,2.776666667,2.956666667,3.135,3.315,3.491666667,3.673333333,3.858333333,4.055,17583,224,74,L,L
"Span, Denard",0.5275,0.8125,1.0625,1.3025,1.5275,1.7375,1.94,2.13,2.32,2.5025,2.6825,2.8625,3.0375,3.215,3.3875,3.5675,3.7475,3.94,17602,210,72,L,L
"Spangenberg, Cory",0.534,0.808,1.046,1.27,1.482,1.684,1.878,2.062,2.244,2.418,2.592,2.762,2.932,3.098,3.266,3.43,3.6,3.778,17604,195,72,L,R
"Springer, George",0.5422222222,0.84,1.094444444,1.327777778,1.546666667,1.755555556,1.952222222,2.143333333,2.326666667,2.507777778,2.683333333,2.86,3.032222222,3.204444444,3.375555556,3.543333333,3.715555556,3.898888889,17680,220,75,R,R
"Stallings, Jacob",0.576,0.922,1.22,1.486,1.736,1.974,2.202,2.426,2.636,2.852,3.058,3.262,3.466,3.668,3.876,4.078,4.292,4.512,17716,225,77,R,R
"Stanton, Giancarlo",0.5388888889,0.84,1.103333333,1.344444444,1.574444444,1.788888889,1.995555556,2.196666667,2.392222222,2.583333333,2.773333333,2.962222222,3.147777778,3.333333333,3.521111111,3.71,3.903333333,4.106666667,17756,245,78,R,R
"Starling, Bubba",0.54,0.82,1.07,1.31,1.53,1.74,1.94,2.13,2.32,2.5,2.68,2.86,3.03,3.2,3.37,3.54,3.72,3.9,17766,220,76,R,R
"Stassi, Brock",0.55,0.85,1.11,1.36,1.59,1.8,2.01,2.21,2.41,2.6,2.79,2.98,3.16,3.34,3.53,3.71,3.9,4.09,17775,190,73,L,L
"Stassi, Max",0.552,0.87,1.146,1.398,1.632,1.852,2.064,2.268,2.466,2.66,2.852,3.042,3.226,3.416,3.606,3.792,3.982,4.178,17776,200,70,R,R
"Steer, Spencer",0.555,0.885,1.155,1.405,1.625,1.84,2.05,2.245,2.435,2.625,2.81,2.99,3.17,3.34,3.52,3.69,3.865,4.045,17805,185,71,R,R
"Stefanic, Michael",0.545,0.865,1.135,1.38,1.61,1.83,2.04,2.245,2.44,2.64,2.83,3.02,3.205,3.395,3.575,3.765,3.955,4.155,17807,180,70,R,R
"Stephenson, Tyler",0.5666666667,0.9,1.18,1.43,1.656666667,1.873333333,2.083333333,2.293333333,2.486666667,2.68,2.87,3.053333333,3.243333333,3.423333333,3.606666667,3.793333333,3.98,4.18,17858,225,76,R,R
"Stevenson, Andrew",0.52,0.81,1.055,1.285,1.5,1.7,1.895,2.08,2.26,2.4375,2.615,2.7875,2.9575,3.125,3.2925,3.4575,3.63,3.8075,17866,191,72,L,L
"Stewart, Chris",0.5566666667,0.88,1.156666667,1.416666667,1.656666667,1.883333333,2.103333333,2.31,2.513333333,2.716666667,2.906666667,3.103333333,3.293333333,3.483333333,3.676666667,3.863333333,4.053333333,4.26,17884,215,76,R,R
"Stewart, Christin",0.53,0.83,1.09,1.34,1.57,1.78,1.99,2.18,2.37,2.56,2.75,2.93,3.11,3.28,3.46,3.64,3.83,4.03,17885,220,72,L,R
"Stewart, DJ",0.54,0.8433333333,1.106666667,1.346666667,1.573333333,1.793333333,1.993333333,2.193333333,2.386666667,2.576666667,2.76,2.946666667,3.126666667,3.31,3.493333333,3.68,3.866666667,4.076666667,17887,210,72,L,R
"Story, Trevor",0.54875,0.84375,1.095,1.32625,1.54125,1.74625,1.93875,2.12625,2.305,2.4825,2.65875,2.82625,2.99375,3.16125,3.3275,3.4925,3.6575,3.82875,17967,213,74,R,R
"Stott, Bryson",0.54,0.845,1.11,1.345,1.565,1.765,1.965,2.15,2.335,2.515,2.69,2.86,3.03,3.2,3.365,3.535,3.71,3.9,17968,200,75,L,R
"Straw, Myles",0.545,0.8475,1.1025,1.33,1.545,1.745,1.9375,2.1225,2.3025,2.48,2.65,2.82,2.99,3.155,3.32,3.485,3.65,3.82,18007,178,70,R,R
"Stubbs, Drew",0.54,0.825,1.07,1.295,1.505,1.71,1.905,2.085,2.265,2.445,2.615,2.785,2.95,3.115,3.285,3.445,3.615,3.785,18053,205,76,R,R
"Stubbs, Garrett",0.5233333333,0.8266666667,1.076666667,1.31,1.523333333,1.73,1.923333333,2.113333333,2.3,2.48,2.663333333,2.843333333,3.013333333,3.186666667,3.363333333,3.536666667,3.72,3.91,18055,170,70,L,R
"Susac, Andrew",0.58,0.9,1.18,1.44,1.69,1.92,2.14,2.36,2.57,2.77,2.97,3.17,3.37,3.57,3.77,3.98,4.2,4.43,18166,220,73,R,R
"Suwinski, Jack",0.53,0.825,1.08,1.31,1.525,1.73,1.925,2.115,2.3,2.48,2.655,2.83,3,3.175,3.345,3.51,3.685,3.865,18190,215,74,L,L
"Suzuki, Ichiro",0.5725,0.885,1.1425,1.38,1.6025,1.8125,2.015,2.2125,2.4,2.5875,2.7725,2.95,3.1275,3.3025,3.4775,3.655,3.84,4.025,18191,175,71,L,R
"Suzuki, Kurt",0.5557142857,0.8771428571,1.154285714,1.412857143,1.652857143,1.881428571,2.1,2.31,2.512857143,2.711428571,2.91,3.107142857,3.297142857,3.49,3.681428571,3.874285714,4.07,4.281428571,18192,210,71,R,R
"Suzuki, Seiya",0.56,0.875,1.14,1.37,1.595,1.8,2,2.195,2.375,2.555,2.735,2.915,3.085,3.26,3.425,3.595,3.77,3.945,18194,182,71,R,R
"Swanson, Dansby",0.545,0.8475,1.1075,1.3475,1.56375,1.7725,1.9675,2.15625,2.34125,2.51875,2.69375,2.8675,3.03875,3.20875,3.37875,3.54625,3.71625,3.89625,18209,190,73,R,R
"Swihart, Blake",0.54,0.836,1.09,1.328,1.554,1.764,1.968,2.162,2.352,2.536,2.72,2.902,3.076,3.256,3.428,3.606,3.788,3.98,18250,185,72,B,R
"Swisher, Nick",0.555,0.875,1.15,1.415,1.665,1.9,2.13,2.34,2.55,2.76,2.96,3.165,3.365,3.565,3.765,3.965,4.175,4.4,18256,195,72,B,L
"Szczur, Matt",0.5466666667,0.84,1.096666667,1.336666667,1.556666667,1.766666667,1.963333333,2.156666667,2.346666667,2.53,2.71,2.89,3.063333333,3.243333333,3.413333333,3.59,3.763333333,3.94,18265,200,72,R,R
"Tapia, Raimel",0.545,0.8416666667,1.093333333,1.323333333,1.541666667,1.743333333,1.938333333,2.126666667,2.308333333,2.49,2.661666667,2.831666667,3.005,3.173333333,3.343333333,3.515,3.696666667,3.89,18308,175,75,L,L
"Tauchman, Mike",0.5275,0.8075,1.0625,1.295,1.51,1.72,1.9175,2.105,2.2925,2.475,2.65,2.8275,3.0025,3.18,3.35,3.5225,3.705,3.89,18343,220,74,L,L
"Taveras, Leody",0.5566666667,0.865,1.118333333,1.343333333,1.56,1.758333333,1.95,2.135,2.313333333,2.49,2.661666667,2.828333333,2.993333333,3.156666667,3.32,3.486666667,3.653333333,3.828333333,18351,195,74,B,R
"Taylor, Chris",0.55625,0.86875,1.13125,1.37,1.59375,1.80375,2.005,2.19625,2.38375,2.5675,2.74625,2.9225,3.09875,3.27,3.4425,3.61,3.78375,3.96125,18372,196,73,R,R
"Taylor, Tyrone",0.5533333333,0.8666666667,1.13,1.366666667,1.586666667,1.796666667,1.99,2.18,2.37,2.55,2.726666667,2.906666667,3.076666667,3.25,3.42,3.59,3.76,3.936666667,18406,194,72,R,R
"Teixeira, Mark",0.5275,0.8125,1.075,1.325,1.5625,1.785,2,2.2125,2.4175,2.62,2.8175,3.02,3.2175,3.415,3.6125,3.8125,4.025,4.2425,18423,225,75,B,R
"Tellez, Rowdy",0.568,0.908,1.2,1.458,1.704,1.934,2.156,2.368,2.576,2.78,2.98,3.178,3.376,3.572,3.764,3.964,4.166,4.392,18436,255,76,L,L
"Thaiss, Matt",0.5466666667,0.8633333333,1.136666667,1.393333333,1.63,1.856666667,2.073333333,2.283333333,2.483333333,2.69,2.89,3.083333333,3.276666667,3.473333333,3.676666667,3.883333333,4.106666667,4.353333333,18483,215,72,L,R
"Thames, Eric",0.5275,0.82,1.0825,1.32,1.545,1.755,1.96,2.155,2.345,2.5325,2.7125,2.895,3.075,3.255,3.43,3.61,3.79,3.98,18485,235,71,L,R
"Thole, Josh",0.535,0.845,1.125,1.385,1.64,1.88,2.105,2.325,2.54,2.75,2.965,3.17,3.375,3.585,3.79,4.015,4.24,4.47,18510,190,73,L,R
"Thomas, Alek",0.53,0.83,1.085,1.32,1.53,1.74,1.93,2.12,2.305,2.485,2.66,2.835,3.005,3.175,3.34,3.51,3.68,3.87,18511,175,71,L,L
"Thomas, Lane",0.55,0.855,1.1125,1.345,1.5625,1.77,1.9625,2.15,2.3375,2.515,2.69,2.86,3.0275,3.1975,3.3625,3.525,3.69,3.86,18543,191,72,R,R
"Thompson, Bubba",0.54,0.845,1.095,1.325,1.525,1.725,1.915,2.095,2.27,2.445,2.615,2.775,2.935,3.1,3.26,3.42,3.59,3.765,18565,197,74,R,R
"Thompson, Trayce",0.558,0.866,1.128,1.368,1.594,1.812,2.012,2.212,2.402,2.588,2.77,2.948,3.128,3.304,3.478,3.654,3.834,4.024,18606,225,75,R,R
"Tilson, Charlie",0.53,0.805,1.045,1.27,1.49,1.69,1.885,2.065,2.25,2.425,2.6,2.77,2.94,3.105,3.275,3.435,3.61,3.785,18664,190,71,L,L
"Tocci, Carlos",0.57,0.87,1.14,1.38,1.61,1.82,2.02,2.21,2.4,2.59,2.77,2.95,3.13,3.3,3.47,3.65,3.82,4,18695,180,74,R,R
"Toglia, Michael",0.54,0.84,1.09,1.33,1.55,1.76,1.96,2.15,2.34,2.52,2.7,2.88,3.06,3.23,3.4,3.57,3.75,3.94,18703,226,77,B,L
"Toles, Andrew",0.54,0.81,1.05,1.275,1.49,1.695,1.885,2.07,2.25,2.43,2.6,2.775,2.94,3.11,3.28,3.455,3.63,3.81,18708,192,69,L,R
"Tom, Ka'ai",0.52,0.82,1.07,1.3,1.52,1.72,1.92,2.11,2.3,2.48,2.66,2.83,3.01,3.18,3.36,3.54,3.71,3.9,18722,185,69,L,R
"Tomlinson, Kelby",0.55,0.84,1.0925,1.3275,1.55,1.76,1.9625,2.1525,2.3425,2.5225,2.7025,2.875,3.055,3.2275,3.4,3.57,3.7425,3.9175,18726,175,74,R,R
"Torkelson, Spencer",0.56,0.88,1.15,1.39,1.615,1.83,2.035,2.235,2.425,2.615,2.795,2.98,3.16,3.335,3.515,3.69,3.87,4.055,18747,220,73,R,R
"Toro, Abraham",0.5416666667,0.8466666667,1.106666667,1.343333333,1.563333333,1.768333333,1.968333333,2.161666667,2.35,2.533333333,2.711666667,2.886666667,3.061666667,3.235,3.41,3.583333333,3.765,3.95,18748,225,72,B,R
"Torres, Gleyber",0.5583333333,0.8783333333,1.148333333,1.398333333,1.626666667,1.843333333,2.046666667,2.25,2.44,2.631666667,2.82,3.001666667,3.183333333,3.368333333,3.548333333,3.73,3.915,4.108333333,18759,205,73,R,R
"Torrens, Luis",0.5575,0.885,1.1675,1.42,1.6525,1.88,2.09,2.2975,2.4975,2.695,2.89,3.08,3.27,3.4575,3.6425,3.825,4.015,4.2125,18763,217,72,R,R
"Torreyes, Ronald",0.5375,0.835,1.09,1.33,1.5575,1.77,1.9675,2.1625,2.3525,2.5375,2.7175,2.8925,3.075,3.2475,3.4225,3.595,3.775,3.9625,18768,155,68,R,R
"Tovar, Ezequiel",0.55,0.87,1.14,1.37,1.59,1.8,2,2.19,2.38,2.57,2.75,2.93,3.1,3.28,3.45,3.63,3.81,3.99,18782,162,72,R,R
"Tovar, Wilfredo",0.55,0.85,1.12,1.37,1.6,1.82,2.02,2.22,2.41,2.6,2.78,2.96,3.14,3.31,3.49,3.67,3.85,4.03,18783,180,67,R,R
"Trammell, Taylor",0.535,0.845,1.1,1.33,1.55,1.75,1.945,2.135,2.325,2.505,2.685,2.865,3.04,3.22,3.395,3.575,3.76,3.965,18809,220,74,L,L
"Travis, Devon",0.5475,0.8525,1.115,1.3575,1.5825,1.795,1.9975,2.1975,2.385,2.5725,2.755,2.9325,3.1125,3.2925,3.47,3.645,3.83,4.0175,18815,195,69,R,R
"Travis, Sam",0.5533333333,0.87,1.146666667,1.396666667,1.626666667,1.846666667,2.056666667,2.256666667,2.45,2.64,2.83,3.02,3.2,3.38,3.56,3.74,3.92,4.113333333,18816,220,72,R,R
"Trejo, Alan",0.56,0.895,1.175,1.425,1.665,1.88,2.09,2.29,2.49,2.685,2.875,3.065,3.255,3.435,3.62,3.8,3.99,4.19,18830,205,74,R,R
"Trevino, Jose",0.564,0.892,1.168,1.424,1.662,1.89,2.106,2.322,2.526,2.732,2.936,3.136,3.336,3.536,3.738,3.94,4.148,4.366,18842,215,70,R,R
"Tromp, Chadwick",0.58,0.92,1.2,1.45,1.69,1.91,2.13,2.34,2.54,2.74,2.94,3.13,3.33,3.52,3.72,3.92,4.12,4.33,18855,221,68,R,R
"Trout, Mike",0.5366666667,0.8277777778,1.073333333,1.303333333,1.515555556,1.716666667,1.91,2.094444444,2.272222222,2.446666667,2.618888889,2.787777778,2.954444444,3.12,3.286666667,3.451111111,3.621111111,3.794444444,18865,235,74,R,R
"Trumbo, Mark",0.555,0.8625,1.1375,1.3875,1.6225,1.8425,2.055,2.255,2.455,2.645,2.83,3.02,3.205,3.385,3.5675,3.75,3.9325,4.1225,18878,225,76,R,R
"Tsutsugo, Yoshi",0.5633333333,0.9,1.18,1.43,1.663333333,1.88,2.093333333,2.296666667,2.496666667,2.686666667,2.876666667,3.066666667,3.253333333,3.44,3.626666667,3.816666667,4.013333333,4.233333333,18883,225,73,L,R
"Tucker, Cole",0.546,0.842,1.102,1.34,1.56,1.766,1.966,2.158,2.348,2.528,2.708,2.888,3.06,3.232,3.406,3.58,3.758,3.942,18885,200,75,B,R
"Tucker, Kyle",0.54,0.845,1.1025,1.34,1.5575,1.765,1.965,2.16,2.345,2.53,2.7125,2.8925,3.0675,3.2475,3.4225,3.6075,3.795,4.01,18887,199,76,L,R
"Tucker, Preston",0.53,0.81,1.06,1.296666667,1.523333333,1.736666667,1.943333333,2.14,2.336666667,2.526666667,2.706666667,2.896666667,3.076666667,3.256666667,3.436666667,3.616666667,3.806666667,3.996666667,18890,210,72,L,L
