name,five_ft_split,ten_ft_split,fifteen_ft_split,twenty_ft_split,twenty_five_ft_split,thirty_ft_split,thirty_five_ft_split,forty_ft_split,forty_five_ft_split,fifty_ft_split,fifty_five_ft_split,sixty_ft_split,sixty_five_ft_split,seventy_ft_split,seventy_five_ft_split,eighty_ft_split,eighty_five_ft_split,ninety_ft_split,ID,weight,height,bats,throws
"Drew, Stephen",0.5366666667,0.83,1.09,1.336666667,1.566666667,1.79,2,2.2,2.4,2.59,2.783333333,2.973333333,3.16,3.35,3.54,3.726666667,3.923333333,4.123333333,5002,220,72,L,R
"Drury, Brandon",0.555,0.87125,1.14375,1.3925,1.6275,1.84875,2.0575,2.26,2.45375,2.645,2.8325,3.02,3.2025,3.3825,3.56375,3.745,3.93,4.11875,5022,230,74,R,R
"Duda, Lucas",0.532,0.84,1.122,1.384,1.626,1.854,2.076,2.288,2.494,2.698,2.898,3.098,3.296,3.488,3.688,3.888,4.096,4.31,5035,255,76,L,R
"Duffy, Matt",0.56,0.8757142857,1.142857143,1.387142857,1.614285714,1.831428571,2.035714286,2.235714286,2.43,2.617142857,2.804285714,2.985714286,3.164285714,3.347142857,3.525714286,3.704285714,3.887142857,4.075714286,5053,190,74,R,R
"Duffy, Matt",0.56,0.8757142857,1.142857143,1.387142857,1.614285714,1.831428571,2.035714286,2.235714286,2.43,2.617142857,2.804285714,2.985714286,3.164285714,3.347142857,3.525714286,3.704285714,3.887142857,4.075714286,5054,215,75,R,R
"Duggar, Steven",0.52,0.7966666667,1.046666667,1.273333333,1.49,1.69,1.883333333,2.073333333,2.253333333,2.433333333,2.61,2.78,2.953333333,3.123333333,3.293333333,3.46,3.633333333,3.82,5063,187,73,L,R
"Duran, Ezequiel",0.565,0.88,1.14,1.37,1.59,1.795,1.99,2.18,2.365,2.545,2.72,2.895,3.065,3.235,3.405,3.575,3.735,3.91,5124,185,71,R,R
"Duran, Jarren",0.53,0.8233333333,1.076666667,1.303333333,1.516666667,1.716666667,1.906666667,2.093333333,2.273333333,2.453333333,2.626666667,2.796666667,2.963333333,3.13,3.296666667,3.46,3.633333333,3.816666667,5126,212,74,L,R
"Duvall, Adam",0.55125,0.8625,1.12125,1.36,1.58125,1.7925,1.99125,2.1825,2.37,2.5525,2.73375,2.91,3.085,3.25875,3.43,3.60375,3.7775,3.95125,5157,215,73,R,R
"Dyson, Jarrod",0.5185714286,0.7885714286,1.028571429,1.25,1.458571429,1.657142857,1.848571429,2.03,2.207142857,2.382857143,2.552857143,2.724285714,2.892857143,3.061428571,3.231428571,3.404285714,3.585714286,3.768571429,5179,165,69,L,R
"Eaton, Adam",0.5457142857,0.8371428571,1.091428571,1.322857143,1.542857143,1.747142857,1.942857143,2.132857143,2.315714286,2.495714286,2.672857143,2.85,3.02,3.192857143,3.361428571,3.535714286,3.715714286,3.901428571,5212,190,74,R,R
"Eaton, Adam",0.5457142857,0.8371428571,1.091428571,1.322857143,1.542857143,1.747142857,1.942857143,2.132857143,2.315714286,2.495714286,2.672857143,2.85,3.02,3.192857143,3.361428571,3.535714286,3.715714286,3.901428571,5213,180,69,L,L
"Eaton, Nate",0.555,0.865,1.12,1.355,1.565,1.77,1.96,2.15,2.325,2.505,2.675,2.845,3.02,3.185,3.35,3.515,3.685,3.855,5215,185,71,R,R
"Edman, Tommy",0.542,0.844,1.098,1.329,1.544,1.747,1.941,2.128,2.313,2.49,2.666,2.838,3.011,3.178,3.346,3.514,3.684,3.864,5249,180,70,B,R
"Eibner, Brett",0.55,0.85,1.11,1.36,1.59,1.8,2,2.2,2.39,2.57,2.75,2.93,3.11,3.28,3.46,3.63,3.8,3.98,5293,215,76,R,R
"Ellsbury, Jacoby",0.5166666667,0.79,1.033333333,1.263333333,1.483333333,1.69,1.886666667,2.073333333,2.256666667,2.433333333,2.613333333,2.783333333,2.96,3.13,3.306666667,3.483333333,3.663333333,3.856666667,5355,195,73,L,L
"Elmore, Jake",0.555,0.855,1.12,1.37,1.6,1.815,2.025,2.22,2.41,2.6,2.785,2.97,3.15,3.325,3.5,3.675,3.855,4.04,5358,180,70,R,R
"Engel, Adam",0.54,0.8283333333,1.075,1.305,1.515,1.716666667,1.908333333,2.093333333,2.273333333,2.446666667,2.618333333,2.788333333,2.955,3.12,3.285,3.448333333,3.613333333,3.776666667,5388,215,74,R,R
"Escobar, Alcides",0.555,0.8666666667,1.133333333,1.375,1.598333333,1.81,2.015,2.21,2.4,2.586666667,2.768333333,2.948333333,3.121666667,3.298333333,3.471666667,3.643333333,3.82,3.998333333,5452,205,73,R,R
"Escobar, Eduardo",0.5441176471,0.8411764706,1.099411765,1.339411765,1.564117647,1.774705882,1.977647059,2.170588235,2.360588235,2.545294118,2.726470588,2.905294118,3.082352941,3.257058824,3.433529412,3.608235294,3.79,3.976470588,5454,199,70,B,R
"Escobar, Yunel",0.5633333333,0.8733333333,1.146666667,1.396666667,1.63,1.853333333,2.066666667,2.273333333,2.47,2.666666667,2.856666667,3.046666667,3.233333333,3.423333333,3.613333333,3.8,3.996666667,4.2,5459,215,74,R,R
"Espinosa, Danny",0.54,0.8266666667,1.078333333,1.318333333,1.543333333,1.753333333,1.956666667,2.15,2.336666667,2.521666667,2.701666667,2.881666667,3.056666667,3.231666667,3.405,3.576666667,3.75,3.93,5466,205,72,B,R
"Espinal, Santiago",0.5633333333,0.8833333333,1.15,1.39,1.61,1.826666667,2.026666667,2.226666667,2.42,2.603333333,2.79,2.973333333,3.16,3.34,3.516666667,3.696666667,3.876666667,4.066666667,5472,187,70,R,R
"Estrada, Thairo",0.558,0.868,1.13,1.372,1.592,1.8,2.002,2.198,2.382,2.572,2.754,2.93,3.108,3.282,3.456,3.634,3.804,3.992,5495,185,70,R,R
"Ethier, Andre",0.535,0.83,1.095,1.34,1.575,1.795,2.005,2.205,2.405,2.595,2.78,2.965,3.145,3.33,3.51,3.69,3.87,4.055,5501,210,74,L,L
"Evans, Phillip",0.56,0.88,1.14,1.38,1.6,1.82,2.02,2.22,2.41,2.6,2.78,2.96,3.14,3.31,3.49,3.67,3.84,4.03,5525,210,70,R,R
"Fairchild, Stuart",0.545,0.85,1.105,1.34,1.55,1.755,1.95,2.14,2.32,2.505,2.675,2.855,3.025,3.195,3.365,3.53,3.695,3.875,5576,205,72,R,R
"Fargas, Johneshwy",0.57,0.89,1.15,1.39,1.59,1.8,1.99,2.18,2.37,2.56,2.75,2.93,3.1,3.28,3.45,3.62,3.79,3.97,5605,180,73,R,R
"Farmer, Kyle",0.5583333333,0.885,1.155,1.403333333,1.635,1.85,2.055,2.255,2.453333333,2.641666667,2.83,3.016666667,3.196666667,3.376666667,3.555,3.736666667,3.92,4.11,5617,205,72,R,R
"Featherston, Taylor",0.55,0.83,1.07,1.31,1.53,1.74,1.94,2.14,2.32,2.5,2.68,2.86,3.03,3.21,3.38,3.55,3.73,3.91,5654,185,73,R,R
"Fermin, Freddy",0.55,0.87,1.14,1.38,1.6,1.81,2.01,2.21,2.4,2.58,2.76,2.95,3.12,3.3,3.48,3.65,3.83,4.02,5695,200,70,R,R
"Field, Johnny",0.55,0.85,1.12,1.37,1.6,1.81,2.01,2.21,2.4,2.59,2.77,2.95,3.13,3.31,3.48,3.65,3.83,4.01,5751,195,70,R,R
"Fielder, Prince",0.535,0.845,1.12,1.375,1.62,1.85,2.065,2.275,2.48,2.68,2.875,3.065,3.26,3.455,3.645,3.845,4.06,4.285,5753,275,71,L,R
"Fisher, Derek",0.5066666667,0.7766666667,1.023333333,1.253333333,1.473333333,1.673333333,1.866666667,2.05,2.233333333,2.403333333,2.573333333,2.746666667,2.916666667,3.076666667,3.243333333,3.403333333,3.573333333,3.75,5826,215,75,L,R
"Flaherty, Ryan",0.54,0.84,1.105,1.3525,1.5875,1.81,2.02,2.22,2.4175,2.6075,2.7975,2.985,3.165,3.3475,3.53,3.715,3.905,4.095,5881,205,75,L,R
"Fletcher, David",0.555,0.8683333333,1.13,1.371666667,1.598333333,1.81,2.015,2.211666667,2.405,2.59,2.776666667,2.958333333,3.141666667,3.318333333,3.501666667,3.678333333,3.86,4.048333333,5906,185,69,R,R
"Flores, Wilmer",0.5688888889,0.8977777778,1.181111111,1.44,1.682222222,1.911111111,2.128888889,2.34,2.546666667,2.746666667,2.946666667,3.143333333,3.336666667,3.531111111,3.724444444,3.918888889,4.115555556,4.324444444,5937,213,74,R,R
"Florial, Estevan",0.54,0.84,1.09,1.31,1.53,1.73,1.92,2.11,2.29,2.46,2.64,2.81,2.98,3.14,3.31,3.48,3.66,3.85,5939,195,73,L,R
"Flowers, Tyler",0.552,0.864,1.14,1.392,1.632,1.858,2.078,2.284,2.488,2.688,2.88,3.074,3.264,3.456,3.644,3.83,4.024,4.222,5945,260,76,R,R
"Ford, Mike",0.565,0.905,1.1975,1.4575,1.7025,1.93,2.1525,2.365,2.5725,2.7725,2.975,3.1725,3.37,3.57,3.765,3.965,4.175,4.395,6008,225,72,L,R
"Forsythe, Logan",0.56,0.88,1.15,1.402,1.636,1.854,2.062,2.262,2.454,2.642,2.83,3.01,3.192,3.37,3.548,3.722,3.898,4.082,6027,195,73,R,R
"Fortes, Nick",0.56,0.885,1.16,1.4,1.625,1.84,2.04,2.24,2.43,2.615,2.795,2.975,3.155,3.335,3.515,3.685,3.865,4.05,6028,198,71,R,R
"Fowler, Dexter",0.544,0.844,1.106,1.348,1.577,1.79,1.991,2.186,2.374,2.558,2.739,2.916,3.094,3.267,3.441,3.613,3.792,3.978,6067,205,77,B,R
"Fowler, Dustin",0.51,0.78,1.02,1.25,1.46,1.66,1.85,2.03,2.21,2.39,2.56,2.73,2.89,3.06,3.22,3.39,3.55,3.72,6069,195,72,L,L
"Fraley, Jake",0.5266666667,0.82,1.076666667,1.3,1.516666667,1.72,1.916666667,2.103333333,2.293333333,2.476666667,2.656666667,2.83,3,3.176666667,3.35,3.52,3.7,3.903333333,6093,195,72,L,L
"Francoeur, Jeff",0.56,0.87,1.14,1.395,1.63,1.855,2.07,2.27,2.47,2.665,2.855,3.045,3.23,3.42,3.6,3.785,3.975,4.18,6100,225,76,R,R
"Franco, Maikel",0.55875,0.88875,1.1725,1.42625,1.665,1.88875,2.10375,2.30875,2.5125,2.70875,2.90375,3.09375,3.28375,3.46875,3.65875,3.84875,4.0475,4.25375,6105,225,73,R,R
"France, Ty",0.56,0.9,1.19,1.448,1.688,1.916,2.136,2.346,2.554,2.756,2.956,3.154,3.348,3.542,3.736,3.93,4.128,4.346,6110,215,71,R,R
"Franco, Wander",0.545,0.8566666667,1.116666667,1.351666667,1.568333333,1.773333333,1.97,2.161666667,2.346666667,2.528333333,2.706666667,2.883333333,3.056666667,3.23,3.403333333,3.581666667,3.761666667,3.961666667,6111,189,70,B,R
"Franklin, Nick",0.565,0.875,1.145,1.39,1.615,1.83,2.04,2.235,2.425,2.61,2.8,2.985,3.16,3.34,3.525,3.705,3.89,4.085,6123,190,73,B,R
"Frazier, Adam",0.53375,0.83375,1.0975,1.34,1.5675,1.78125,1.98625,2.18125,2.375,2.5625,2.74875,2.9325,3.1125,3.2925,3.47375,3.6525,3.84,4.03125,6135,181,70,L,R
"Frazier, Todd",0.55,0.86,1.131428571,1.385714286,1.621428571,1.845714286,2.058571429,2.265714286,2.462857143,2.657142857,2.852857143,3.045714286,3.235714286,3.428571429,3.618571429,3.811428571,4.011428571,4.217142857,6141,215,75,R,R
"Freeman, Freddie",0.5388888889,0.8455555556,1.116666667,1.365555556,1.594444444,1.812222222,2.022222222,2.221111111,2.416666667,2.607777778,2.795555556,2.981111111,3.163333333,3.344444444,3.526666667,3.707777778,3.898888889,4.102222222,6153,220,77,L,R
"Freeman, Mike",0.545,0.84,1.1,1.34,1.56,1.775,1.975,2.175,2.36,2.54,2.72,2.9,3.08,3.255,3.425,3.595,3.77,3.95,6164,195,72,L,R
"Freeman, Tyler",0.55,0.86,1.12,1.35,1.57,1.78,1.975,2.17,2.355,2.54,2.72,2.89,3.07,3.24,3.415,3.585,3.755,3.94,6166,190,72,R,R
"Freese, David",0.552,0.86,1.126,1.376,1.61,1.828,2.036,2.238,2.432,2.624,2.812,2.998,3.182,3.364,3.544,3.728,3.912,4.106,6167,213,74,R,R
"Freitas, David",0.55,0.87,1.15,1.41,1.65,1.88,2.1,2.31,2.51,2.71,2.91,3.11,3.3,3.49,3.68,3.87,4.07,4.28,6177,250,74,R,R
"Friedl, TJ",0.53,0.82,1.075,1.3,1.51,1.715,1.91,2.1,2.28,2.46,2.635,2.81,2.985,3.155,3.325,3.495,3.675,3.86,6204,180,70,L,L
"Fryer, Eric",0.545,0.85,1.115,1.355,1.585,1.795,1.995,2.195,2.385,2.57,2.75,2.93,3.11,3.28,3.46,3.635,3.81,3.995,6233,215,74,R,R
"Fuentes, Joshua",0.57,0.89,1.166666667,1.413333333,1.643333333,1.856666667,2.066666667,2.263333333,2.456666667,2.643333333,2.83,3.013333333,3.193333333,3.37,3.546666667,3.726666667,3.903333333,4.09,6243,209,74,R,R
"Fuentes, Rey",0.52,0.79,1.04,1.27,1.48,1.69,1.88,2.07,2.25,2.43,2.61,2.78,2.95,3.12,3.29,3.45,3.63,3.81,6246,160,72,L,L
"Fuld, Sam",0.52,0.78,1.02,1.25,1.48,1.7,1.9,2.1,2.28,2.47,2.65,2.83,3,3.17,3.35,3.52,3.7,3.88,6254,180,69,L,L
"Gallagher, Cam",0.565,0.9025,1.19,1.4425,1.6875,1.9125,2.135,2.345,2.5475,2.76,2.96,3.15,3.35,3.545,3.7375,3.9325,4.1325,4.345,6335,230,75,R,R
"Galloway, Isaac",0.545,0.825,1.07,1.3,1.52,1.725,1.92,2.105,2.285,2.455,2.625,2.795,2.965,3.125,3.295,3.455,3.62,3.79,6357,205,74,R,R
"Gallo, Joey",0.5457142857,0.8514285714,1.12,1.362857143,1.597142857,1.808571429,2.017142857,2.217142857,2.412857143,2.602857143,2.788571429,2.975714286,3.157142857,3.337142857,3.517142857,3.698571429,3.882857143,4.081428571,6359,250,77,L,R
"Galvis, Freddy",0.5553846154,0.8607692308,1.125384615,1.368461538,1.598461538,1.816923077,2.024615385,2.224615385,2.418461538,2.609230769,2.797692308,2.981538462,3.163846154,3.346153846,3.528461538,3.709230769,3.896923077,4.09,6362,190,70,B,R
"Gamel, Ben",0.528,0.818,1.074,1.306,1.526,1.73,1.93,2.118,2.3,2.484,2.662,2.838,3.01,3.18,3.35,3.524,3.702,3.89,6372,180,71,L,L
"Garcia, Aramis",0.57,0.91,1.195,1.45,1.685,1.91,2.125,2.335,2.535,2.735,2.93,3.12,3.31,3.495,3.69,3.875,4.07,4.26,6405,228,73,R,R
"Garcia, Greg",0.5416666667,0.8333333333,1.093333333,1.333333333,1.555,1.766666667,1.971666667,2.166666667,2.356666667,2.541666667,2.725,2.905,3.08,3.256666667,3.428333333,3.605,3.783333333,3.971666667,6420,200,72,L,R
"Barrero, Jose",0.5633333333,0.8833333333,1.15,1.39,1.62,1.833333333,2.036666667,2.233333333,2.423333333,2.606666667,2.786666667,2.97,3.15,3.326666667,3.506666667,3.69,3.866666667,4.05,6429,175,74,R,R
"Garcia, Maikel",0.55,0.86,1.12,1.35,1.57,1.77,1.97,2.16,2.34,2.52,2.7,2.87,3.05,3.22,3.39,3.56,3.74,3.92,6439,145,72,R,R
"Gardner, Brett",0.5357142857,0.8185714286,1.068571429,1.297142857,1.515714286,1.721428571,1.915714286,2.105714286,2.288571429,2.465714286,2.64,2.811428571,2.984285714,3.154285714,3.322857143,3.488571429,3.664285714,3.848571429,6466,195,71,L,L
"Garlick, Kyle",0.56,0.88,1.15,1.395,1.625,1.835,2.045,2.245,2.435,2.625,2.815,3,3.18,3.36,3.55,3.73,3.92,4.115,6488,210,73,R,R
"Garneau, Dustin",0.542,0.848,1.12,1.372,1.604,1.824,2.034,2.234,2.428,2.62,2.81,3,3.19,3.372,3.554,3.74,3.926,4.12,6492,205,74,R,R
"Garrett, Stone",0.55,0.86,1.12,1.355,1.575,1.775,1.975,2.165,2.345,2.53,2.705,2.885,3.055,3.225,3.395,3.565,3.735,3.91,6503,195,74,R,R
"Garver, Mitch",0.552,0.872,1.146,1.398,1.632,1.852,2.066,2.27,2.468,2.662,2.854,3.04,3.23,3.41,3.598,3.78,3.964,4.158,6515,220,73,R,R
"Gattis, Evan",0.545,0.8525,1.125,1.38,1.615,1.835,2.045,2.2475,2.445,2.635,2.825,3.01,3.1925,3.375,3.555,3.7375,3.92,4.11,6541,270,76,R,R
"Gennett, Scooter",0.546,0.848,1.112,1.36,1.59,1.81,2.02,2.222,2.418,2.608,2.802,2.99,3.176,3.362,3.548,3.744,3.946,4.16,6586,185,70,L,R
"Gentry, Craig",0.5375,0.82,1.0675,1.3025,1.52,1.73,1.9275,2.1175,2.3,2.48,2.655,2.83,3,3.1675,3.335,3.5,3.67,3.845,6590,190,74,R,R
"Giavotella, Johnny",0.54,0.83,1.085,1.325,1.55,1.765,1.97,2.165,2.355,2.54,2.72,2.9,3.08,3.255,3.435,3.61,3.79,3.97,6652,185,68,R,R
"Gillaspie, Conor",0.53,0.8133333333,1.08,1.33,1.566666667,1.79,2.003333333,2.21,2.41,2.603333333,2.8,2.99,3.18,3.373333333,3.56,3.753333333,3.956666667,4.173333333,6721,195,73,L,R
"Gillespie, Cole",0.55,0.85,1.1,1.34,1.57,1.78,1.99,2.19,2.38,2.56,2.75,2.93,3.1,3.28,3.45,3.63,3.8,3.99,6726,215,74,R,R
"Gimenez, Chris",0.565,0.8825,1.165,1.4225,1.665,1.8925,2.1125,2.32,2.5275,2.7275,2.9275,3.1225,3.3175,3.51,3.705,3.9025,4.105,4.315,6759,230,74,R,R
"Goeddel, Tyler",0.55,0.84,1.1,1.34,1.56,1.77,1.97,2.16,2.35,2.53,2.71,2.88,3.06,3.23,3.4,3.57,3.74,3.92,6849,180,76,R,R
"Goins, Ryan",0.534,0.828,1.092,1.342,1.576,1.794,2.002,2.202,2.398,2.586,2.776,2.962,3.144,3.326,3.508,3.69,3.882,4.082,6858,180,70,L,R
"Goldschmidt, Paul",0.5488888889,0.8611111111,1.126666667,1.37,1.598888889,1.816666667,2.02,2.221111111,2.416666667,2.605555556,2.794444444,2.976666667,3.162222222,3.342222222,3.522222222,3.703333333,3.888888889,4.082222222,6869,220,75,R,R
"Gomes, Jonny",0.57,0.87,1.13,1.38,1.62,1.84,2.05,2.25,2.45,2.64,2.83,3.02,3.2,3.38,3.56,3.75,3.93,4.13,6880,230,73,R,R
"Gomes, Yan",0.5633333333,0.89,1.168888889,1.423333333,1.658888889,1.88,2.093333333,2.294444444,2.493333333,2.688888889,2.878888889,3.068888889,3.253333333,3.441111111,3.624444444,3.81,3.998888889,4.196666667,6882,212,74,R,R
"Gonzalez, Marwin",0.5453333333,0.8513333333,1.122,1.369333333,1.599333333,1.82,2.028666667,2.23,2.426666667,2.618,2.806666667,2.993333333,3.177333333,3.361333333,3.545333333,3.732,3.926666667,4.134666667,6934,205,73,B,R
"Gonzalez, Oscar",0.585,0.915,1.195,1.44,1.66,1.88,2.08,2.275,2.465,2.655,2.835,3.015,3.19,3.365,3.54,3.71,3.88,4.06,6943,240,76,R,R
"Gonzalez, Romy",0.55,0.865,1.125,1.355,1.575,1.78,1.975,2.165,2.35,2.53,2.71,2.88,3.05,3.22,3.39,3.56,3.73,3.9,6947,215,73,R,R
"Goodrum, Niko",0.5383333333,0.835,1.091666667,1.331666667,1.551666667,1.761666667,1.96,2.15,2.331666667,2.51,2.688333333,2.863333333,3.035,3.205,3.371666667,3.543333333,3.716666667,3.901666667,6967,215,75,B,R
"Goodwin, Brian",0.526,0.812,1.068,1.302,1.52,1.724,1.92,2.108,2.292,2.476,2.654,2.83,3.004,3.176,3.35,3.526,3.702,3.896,6970,205,72,L,R
"Gordon, Alex",0.5433333333,0.8466666667,1.118333333,1.371666667,1.61,1.833333333,2.045,2.251666667,2.453333333,2.65,2.845,3.036666667,3.228333333,3.418333333,3.608333333,3.801666667,4.008333333,4.226666667,6984,220,73,L,R
"Strange-Gordon, Dee",0.535,0.8133333333,1.056666667,1.278333333,1.491666667,1.696666667,1.891666667,2.08,2.26,2.433333333,2.61,2.78,2.948333333,3.115,3.281666667,3.446666667,3.616666667,3.796666667,6986,166,71,L,R
"Gordon, Nick",0.54,0.84,1.093333333,1.326666667,1.54,1.746666667,1.946666667,2.136666667,2.326666667,2.51,2.69,2.866666667,3.04,3.216666667,3.39,3.573333333,3.756666667,3.95,6991,160,72,L,R
"Gorman, Nolan",0.56,0.88,1.15,1.4,1.625,1.835,2.045,2.24,2.435,2.625,2.815,2.995,3.18,3.36,3.54,3.715,3.905,4.1,7004,210,73,L,R
"Gose, Anthony",0.53,0.795,1.04,1.275,1.495,1.7,1.895,2.085,2.27,2.45,2.62,2.8,2.97,3.135,3.305,3.475,3.645,3.83,7015,200,72,L,L
"Gosewisch, Tuffy",0.575,0.895,1.18,1.435,1.68,1.91,2.135,2.35,2.56,2.765,2.97,3.165,3.365,3.56,3.755,3.955,4.155,4.36,7016,185,71,R,R
"Gurriel, Yuli",0.55375,0.87,1.14125,1.38625,1.61375,1.8275,2.0325,2.23,2.42125,2.6075,2.7925,2.975,3.1525,3.33,3.50875,3.68625,3.86375,4.05,7034,215,72,R,R
"Granderson, Curtis",0.522,0.802,1.056,1.294,1.52,1.732,1.934,2.13,2.318,2.502,2.686,2.868,3.048,3.228,3.408,3.588,3.776,3.97,7085,200,73,L,R
"Grandal, Yasmani",0.5546153846,0.8807692308,1.172307692,1.443076923,1.695384615,1.931538462,2.162307692,2.383076923,2.598461538,2.812307692,3.02,3.229230769,3.434615385,3.642307692,3.85,4.063076923,4.285384615,4.521538462,7086,225,74,B,R
"Graterol, Juan",0.55,0.89,1.19,1.48,1.73,1.98,2.22,2.44,2.67,2.89,3.1,3.32,3.53,3.75,3.97,4.19,4.41,4.66,7106,225,73,R,R
"Green, Grant",0.53,0.82,1.08,1.32,1.54,1.76,1.97,2.16,2.36,2.54,2.72,2.91,3.08,3.26,3.44,3.62,3.8,3.99,7155,180,75,R,R
"Greene, Riley",0.535,0.835,1.095,1.325,1.54,1.745,1.94,2.13,2.315,2.495,2.675,2.85,3.025,3.195,3.365,3.54,3.71,3.9,7175,200,75,L,L
"Gregorius, Didi",0.54,0.84125,1.1,1.34375,1.56875,1.78125,1.985,2.1825,2.3725,2.55625,2.74,2.92,3.095,3.2725,3.445,3.62125,3.80375,3.9975,7198,205,75,L,R
"Greiner, Grayson",0.5466666667,0.8566666667,1.126666667,1.373333333,1.606666667,1.823333333,2.033333333,2.236666667,2.433333333,2.626666667,2.816666667,3.006666667,3.186666667,3.373333333,3.556666667,3.736666667,3.923333333,4.12,7205,238,78,R,R
"Grichuk, Randal",0.5422222222,0.8377777778,1.097777778,1.332222222,1.555555556,1.763333333,1.963333333,2.156666667,2.345555556,2.527777778,2.708888889,2.888888889,3.062222222,3.237777778,3.41,3.585555556,3.762222222,3.946666667,7214,216,74,R,R
"Grisham, Trent",0.532,0.826,1.08,1.308,1.522,1.722,1.914,2.102,2.284,2.46,2.632,2.806,2.972,3.144,3.312,3.484,3.654,3.84,7263,224,71,L,L
"Grissom, Vaughn",0.56,0.885,1.16,1.4,1.62,1.835,2.035,2.23,2.42,2.605,2.79,2.965,3.145,3.325,3.495,3.675,3.855,4.04,7267,210,75,R,R
"Groshans, Jordan",0.58,0.92,1.21,1.46,1.69,1.92,2.13,2.33,2.53,2.73,2.91,3.1,3.29,3.47,3.66,3.84,4.02,4.21,7277,200,75,R,R
"Grossman, Robbie",0.536,0.832,1.091333333,1.33,1.555333333,1.766,1.965333333,2.160666667,2.349333333,2.534,2.715333333,2.894,3.072666667,3.249333333,3.424666667,3.602666667,3.781333333,3.964,7287,209,72,B,L
"Guerrero, Alex",0.56,0.87,1.13,1.37,1.61,1.82,2.03,2.23,2.43,2.61,2.8,2.98,3.16,3.34,3.52,3.69,3.88,4.05,7326,220,73,R,R
"Guillorme, Luis",0.56,0.89,1.1675,1.42,1.6525,1.875,2.085,2.295,2.4925,2.6875,2.8775,3.07,3.255,3.4425,3.63,3.8125,4,4.2,7351,209,69,L,R
"Gutierrez, Franklin",0.53,0.8266666667,1.096666667,1.353333333,1.59,1.813333333,2.03,2.236666667,2.44,2.636666667,2.833333333,3.03,3.226666667,3.416666667,3.616666667,3.816666667,4.026666667,4.253333333,7391,200,74,R,R
"Guyer, Brandon",0.54,0.8375,1.095,1.34,1.5675,1.78,1.985,2.18,2.37,2.56,2.74,2.92,3.0975,3.275,3.4475,3.62,3.8,3.99,7398,210,74,R,R
"Gyorko, Jedd",0.5516666667,0.8583333333,1.13,1.388333333,1.623333333,1.85,2.066666667,2.275,2.478333333,2.683333333,2.883333333,3.08,3.275,3.468333333,3.666666667,3.866666667,4.068333333,4.288333333,7418,205,70,R,R
"Haase, Eric",0.5633333333,0.8766666667,1.143333333,1.383333333,1.606666667,1.816666667,2.023333333,2.216666667,2.406666667,2.593333333,2.776666667,2.956666667,3.133333333,3.306666667,3.483333333,3.663333333,3.84,4.016666667,7425,210,70,R,R
"Hager, Jake",0.55,0.88,1.15,1.4,1.63,1.85,2.06,2.26,2.46,2.65,2.84,3.02,3.2,3.39,3.57,3.75,3.93,4.11,7460,170,73,R,R
"Haggerty, Sam",0.55,0.86,1.1175,1.35,1.5675,1.7675,1.965,2.155,2.3325,2.515,2.6875,2.8625,3.0325,3.2,3.37,3.5425,3.7125,3.895,7462,175,71,B,R
"Hall, Darick",0.56,0.89,1.17,1.42,1.66,1.88,2.09,2.3,2.5,2.69,2.88,3.07,3.25,3.44,3.63,3.81,4,4.2,7516,232,76,L,R
"Hamilton, Billy",0.529,0.801,1.044,1.271,1.483,1.685,1.876,2.061,2.239,2.411,2.581,2.749,2.915,3.078,3.241,3.403,3.567,3.738,7556,165,66,L,L
"Hamilton, Billy",0.529,0.801,1.044,1.271,1.483,1.685,1.876,2.061,2.239,2.411,2.581,2.749,2.915,3.078,3.241,3.403,3.567,3.738,7557,160,72,B,R
"Hamilton, Josh",0.54,0.82,1.06,1.29,1.52,1.73,1.93,2.13,2.32,2.5,2.68,2.86,3.04,3.22,3.39,3.57,3.76,3.95,7567,240,76,L,L
"Hampson, Garrett",0.556,0.86,1.118,1.348,1.562,1.762,1.958,2.142,2.322,2.498,2.67,2.84,3.006,3.17,3.336,3.498,3.66,3.83,7585,196,71,R,R
"Haniger, Mitch",0.5528571429,0.8614285714,1.128571429,1.375714286,1.604285714,1.822857143,2.025714286,2.221428571,2.415714286,2.602857143,2.788571429,2.972857143,3.151428571,3.33,3.508571429,3.688571429,3.867142857,4.051428571,7617,214,74,R,R
"Hanigan, Ryan",0.55,0.8666666667,1.14,1.403333333,1.643333333,1.873333333,2.086666667,2.296666667,2.506666667,2.703333333,2.9,3.093333333,3.293333333,3.483333333,3.67,3.86,4.056666667,4.256666667,7618,225,72,R,R
"Hanson, Alen",0.5325,0.8175,1.07,1.305,1.5225,1.73,1.9225,2.11,2.2925,2.47,2.645,2.815,2.985,3.1525,3.32,3.485,3.655,3.825,7649,170,72,B,R
"Happ, Ian",0.5475,0.8533333333,1.118333333,1.3575,1.58,1.790833333,1.991666667,2.184166667,2.3725,2.555833333,2.7375,2.915,3.091666667,3.265833333,3.441666667,3.614166667,3.790833333,3.974166667,7656,205,72,B,R
"Harper, Bryce",0.5511111111,0.8555555556,1.114444444,1.354444444,1.576666667,1.784444444,1.985555556,2.178888889,2.37,2.551111111,2.732222222,2.912222222,3.088888889,3.264444444,3.438888889,3.613333333,3.796666667,3.995555556,7705,210,75,L,R
